pr_id,build_result,git_branch,last_build_result_branch,time_elapse_branch,committer_history,committer_recent,committer_exp,project_history,project_recent,days_last_failed
150,0,78,1,0,0.0,0.0,0.0,0.5673758865248227,1.0,4
157,1,78,0,4,0.25,0.25,1.3862943611198906,0.5704225352112676,1.0,4
159,0,78,1,2,0.0,0.0,0.0,0.5664335664335665,1.0,7
160,1,78,0,0,0.0,0.0,1.0986122886681098,0.5694444444444444,1.0,0
161,1,78,1,1,0.2,0.2,1.6094379124341003,0.5655172413793104,1.0,1
163,1,78,1,1,0.16666666666666666,0.2,1.791759469228055,0.5616438356164384,1.0,3
167,1,78,1,1,0.14285714285714285,0.2,1.9459101490553132,0.5578231292517006,1.0,4
169,0,78,1,3,0.0,0.0,0.0,0.5540540540540541,1.0,7
173,0,56,1,0,0.0,0.0,0.0,0.5570469798657718,1.0,0
175,1,78,0,5,1.0,1.0,0.0,0.56,1.0,5
176,0,78,1,0,0.0,0.0,0.0,0.5562913907284768,1.0,6
177,0,78,0,1,1.0,1.0,0.0,0.5592105263157895,1.0,1
178,1,78,0,2,0.6,0.6,1.6094379124341003,0.5620915032679739,1.0,2
180,1,78,1,1,0.0,0.0,0.0,0.5584415584415584,1.0,3
181,1,78,1,0,1.0,1.0,0.0,0.5548387096774193,1.0,3
183,0,78,1,0,0.5,0.5,0.6931471805599453,0.5512820512820513,1.0,4
184,1,78,0,1,0.0,0.0,0.0,0.554140127388535,1.0,1
186,1,78,1,0,0.6666666666666666,0.6666666666666666,1.0986122886681098,0.5506329113924051,1.0,2
187,0,78,1,1,0.0,0.0,0.0,0.5471698113207547,1.0,3
191,0,78,0,4,1.0,1.0,0.6931471805599453,0.55,1.0,4
192,1,78,0,0,1.0,1.0,1.0986122886681098,0.5527950310559007,1.0,0
195,1,78,1,1,0.0,0.0,0.0,0.5493827160493827,1.0,1
199,0,78,1,1,0.0,0.0,0.0,0.5460122699386503,1.0,3
201,0,78,0,1,0.0,0.0,0.0,0.5487804878048781,1.0,1
205,0,78,0,5,0.125,0.2,2.0794415416798357,0.5515151515151515,1.0,5
213,1,78,0,9,0.0,0.0,0.0,0.5542168674698795,1.0,9
223,1,78,1,16,0.0,0.0,0.0,0.5508982035928144,1.0,25
224,1,78,1,4,0.0,0.0,0.0,0.5476190476190477,1.0,30
232,1,78,1,6,0.2222222222222222,0.2,2.1972245773362196,0.5443786982248521,1.0,36
233,1,78,1,0,0.2,0.2,2.302585092994046,0.5411764705882353,1.0,36
236,0,78,1,3,0.0,0.0,0.0,0.5380116959064327,1.0,40
240,0,78,0,8,1.0,1.0,1.3862943611198906,0.5406976744186046,1.0,8
241,1,78,0,0,0.5,0.5,0.6931471805599453,0.5433526011560693,1.0,0
242,1,78,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.5402298850574713,1.0,0
243,1,78,1,2,0.5,0.5,1.3862943611198906,0.5371428571428571,1.0,3
244,1,54,0,125,1.0,1.0,1.6094379124341003,0.5340909090909091,1.0,125
245,1,78,1,0,0.0,0.0,0.0,0.5310734463276836,1.0,3
207,0,78,1,0,0.0,0.0,0.0,0.5280898876404494,1.0,3
247,1,54,1,3,0.8333333333333334,1.0,1.791759469228055,0.5307262569832403,1.0,128
248,1,54,1,0,0.7142857142857143,1.0,1.9459101490553132,0.5277777777777778,1.0,128
249,1,54,1,0,0.625,1.0,2.0794415416798357,0.5248618784530387,1.0,128
250,1,54,1,0,0.5555555555555556,1.0,2.1972245773362196,0.521978021978022,1.0,128
251,1,54,1,0,0.5,1.0,2.302585092994046,0.5191256830601093,1.0,128
252,1,54,1,0,0.45454545454545453,1.0,2.3978952727983707,0.5163043478260869,1.0,128
253,1,54,1,0,0.4166666666666667,1.0,2.4849066497880004,0.5135135135135135,1.0,128
254,1,54,1,0,0.38461538461538464,1.0,2.5649493574615367,0.510752688172043,1.0,128
255,1,78,0,4,0.4,0.4,1.6094379124341003,0.5080213903743316,1.0,4
261,1,78,1,1,0.75,0.75,1.3862943611198906,0.5053191489361702,1.0,6
263,0,56,0,93,0.0,0.0,0.0,0.5026455026455027,1.0,93
267,1,78,1,11,0.0,0.0,1.3862943611198906,0.5052631578947369,1.0,17
269,0,56,0,6,0.0,0.0,0.0,0.5026178010471204,1.0,6
270,1,78,1,2,0.0,0.0,0.0,0.5052083333333334,1.0,20
273,1,54,1,19,0.35714285714285715,1.0,2.6390573296152584,0.5025906735751295,1.0,148
275,1,78,1,7,0.0,0.0,0.0,0.5,1.0,27
278,1,78,1,0,0.0,0.0,0.0,0.49743589743589745,1.0,27
279,0,78,1,2,1.0,1.0,0.6931471805599453,0.49489795918367346,1.0,30
280,0,78,0,0,0.0,0.0,0.0,0.49746192893401014,1.0,0
281,0,78,0,0,1.0,1.0,0.0,0.5,1.0,0
282,0,157,1,0,1.0,1.0,0.6931471805599453,0.5025125628140703,1.0,0
283,1,54,1,8,0.3333333333333333,1.0,2.70805020110221,0.505,1.0,156
284,1,54,1,0,0.3125,1.0,2.772588722239781,0.5024875621890548,1.0,156
285,1,54,1,0,0.29411764705882354,1.0,2.833213344056216,0.5,1.0,156
286,0,56,0,12,0.0,0.0,0.0,0.4975369458128079,1.0,12
291,1,78,0,3,0.0,0.0,0.0,0.5,1.0,3
292,1,78,1,0,0.0,0.0,0.0,0.4975609756097561,1.0,3
293,0,78,1,2,0.0,0.0,0.0,0.49514563106796117,1.0,5
294,1,78,0,0,1.0,1.0,1.6094379124341003,0.4975845410628019,1.0,0
295,1,78,1,1,0.0,0.0,0.0,0.4951923076923077,1.0,1
296,0,78,1,2,0.0,0.0,0.0,0.49282296650717705,1.0,3
298,1,78,0,1,0.0,0.0,0.0,0.49523809523809526,1.0,1
303,0,78,1,4,0.0,0.0,0.0,0.4928909952606635,1.0,5
304,1,78,0,0,1.0,1.0,0.0,0.49528301886792453,1.0,0
306,0,78,1,1,1.0,1.0,1.0986122886681098,0.49295774647887325,1.0,1
307,1,78,0,1,0.5,0.5,0.6931471805599453,0.4953271028037383,1.0,1
311,1,78,1,4,0.18181818181818182,0.2,2.3978952727983707,0.4930232558139535,1.0,5
319,0,78,1,0,0.0,0.0,0.0,0.49074074074074076,1.0,6
320,0,78,0,0,1.0,1.0,0.0,0.4930875576036866,1.0,0
324,1,78,0,2,0.5,0.5,0.6931471805599453,0.4954128440366973,1.0,2
326,1,78,1,1,0.0,0.0,0.0,0.4931506849315068,1.0,4
328,0,78,1,0,1.0,1.0,0.0,0.4909090909090909,1.0,4
329,1,78,0,0,1.0,1.0,0.6931471805599453,0.49321266968325794,1.0,0
330,1,78,1,0,0.0,0.0,0.0,0.49099099099099097,1.0,0
337,1,78,1,6,0.0,0.0,0.0,0.48878923766816146,1.0,6
341,1,78,1,1,0.2777777777777778,1.0,2.8903717578961645,0.48660714285714285,1.0,8
347,0,78,1,8,0.0,0.0,0.0,0.48444444444444446,1.0,16
348,0,78,0,0,0.0,0.0,0.0,0.48672566371681414,1.0,0
349,0,78,0,0,0.5,0.5,0.6931471805599453,0.4889867841409692,1.0,0
351,0,78,0,0,1.0,1.0,0.0,0.49122807017543857,1.0,0
355,0,78,0,5,0.0,0.0,0.0,0.49344978165938863,1.0,5
356,0,78,0,0,1.0,1.0,0.0,0.4956521739130435,1.0,0
362,1,78,0,3,0.0,0.0,0.0,0.49783549783549785,1.0,3
370,1,78,1,4,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.4956896551724138,1.0,8
372,0,78,1,1,1.0,1.0,0.0,0.49356223175965663,1.0,10
377,1,78,0,4,1.0,1.0,1.3862943611198906,0.49572649572649574,1.0,4
386,0,78,1,2,0.0,0.0,0.0,0.49361702127659574,1.0,7
387,1,78,0,0,1.0,1.0,0.6931471805599453,0.4957627118644068,1.0,0
388,1,78,1,0,0.0,0.0,0.0,0.4936708860759494,1.0,1
404,1,78,1,9,0.0,0.0,0.0,0.49159663865546216,1.0,10
407,1,78,1,2,0.25,0.25,1.3862943611198906,0.4895397489539749,1.0,13
410,1,78,1,0,0.0,0.0,0.0,0.4875,1.0,13
418,0,78,1,5,0.0,0.0,0.0,0.4854771784232365,1.0,19
425,1,78,0,3,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.48760330578512395,1.0,3
427,1,78,1,1,0.0,0.0,0.0,0.48559670781893005,1.0,4
428,1,78,1,0,0.25,0.25,1.3862943611198906,0.48360655737704916,1.0,5
429,1,78,1,0,0.3333333333333333,0.4,1.791759469228055,0.4816326530612245,1.0,5
431,1,78,1,0,0.0,0.0,0.0,0.4796747967479675,1.0,6
434,1,78,1,1,0.0,0.0,0.0,0.4777327935222672,1.0,8
436,1,78,1,1,0.0,0.0,0.0,0.47580645161290325,1.0,9
441,1,78,1,2,0.0,0.0,0.0,0.4738955823293173,1.0,12
447,1,78,1,2,0.0,0.0,0.0,0.472,1.0,15
452,1,78,1,1,0.0,0.0,0.0,0.4701195219123506,1.0,17
457,1,78,1,2,0.0,0.0,0.0,0.46825396825396826,1.0,19
460,1,78,1,2,0.0,0.0,0.0,0.466403162055336,1.0,21
463,1,78,1,3,0.0,0.0,0.0,0.4645669291338583,1.0,25
464,0,78,1,3,0.0,0.0,0.0,0.4627450980392157,1.0,29
465,1,78,0,0,0.0,0.0,0.6931471805599453,0.46484375,1.0,0
466,1,78,1,0,0.0,0.0,1.0986122886681098,0.46303501945525294,1.0,0
468,0,78,1,2,0.0,0.0,1.3862943611198906,0.46124031007751937,1.0,3
470,1,78,0,0,0.2,0.2,1.6094379124341003,0.46332046332046334,1.0,0
471,1,78,1,0,0.16666666666666666,0.2,1.791759469228055,0.46153846153846156,1.0,0
472,1,78,1,0,0.14285714285714285,0.2,1.9459101490553132,0.45977011494252873,1.0,0
473,1,78,1,0,0.125,0.2,2.0794415416798357,0.4580152671755725,1.0,0
478,0,78,1,2,0.0,0.0,0.0,0.45627376425855515,1.0,3
479,0,78,0,0,1.0,1.0,0.0,0.4583333333333333,1.0,0
481,0,78,0,1,0.1111111111111111,0.2,2.1972245773362196,0.46037735849056605,1.0,1
485,1,78,0,0,0.0,0.0,0.0,0.462406015037594,1.0,0
487,1,78,1,1,0.2,0.2,1.6094379124341003,0.4606741573033708,1.0,2
490,0,78,1,1,0.0,0.0,0.0,0.458955223880597,1.0,3
491,1,78,0,0,1.0,1.0,0.6931471805599453,0.46096654275092935,1.0,0
492,1,78,1,0,0.16666666666666666,0.2,1.791759469228055,0.45925925925925926,1.0,0
495,0,78,1,2,1.0,1.0,0.0,0.4575645756457565,1.0,2
508,0,78,0,9,0.0,0.0,0.0,0.45955882352941174,1.0,9
510,0,78,0,0,0.0,0.0,0.0,0.46153846153846156,1.0,0
518,0,78,0,6,0.0,0.0,0.0,0.4635036496350365,1.0,6
522,0,78,0,3,0.0,0.0,0.0,0.46545454545454545,1.0,3
528,1,78,0,3,0.0,0.0,0.0,0.4673913043478261,1.0,3
533,1,78,1,8,1.0,1.0,0.6931471805599453,0.4657039711191336,1.0,11
534,0,78,1,0,0.0,0.0,0.0,0.46402877697841727,1.0,11
536,1,78,0,0,1.0,1.0,0.0,0.4659498207885305,1.0,0
537,1,78,1,3,0.6666666666666666,0.6666666666666666,1.0986122886681098,0.4642857142857143,1.0,4
539,1,78,1,1,0.0,0.0,0.0,0.4626334519572954,1.0,5
544,1,78,1,2,0.0,0.0,0.0,0.46099290780141844,1.0,7
546,1,78,1,3,0.0,0.0,0.0,0.45936395759717313,1.0,10
548,0,78,1,0,0.0,0.0,0.0,0.45774647887323944,1.0,11
551,1,78,0,1,0.0,0.0,0.6931471805599453,0.45964912280701753,1.0,1
553,1,78,1,1,0.2857142857142857,0.4,1.9459101490553132,0.458041958041958,1.0,2
554,1,78,1,0,0.0,0.0,0.0,0.4564459930313589,1.0,2
558,0,78,1,5,0.0,0.0,0.0,0.4548611111111111,1.0,8
562,1,78,0,1,0.0,0.0,0.0,0.45674740484429066,1.0,1
571,1,78,1,3,0.0,0.0,0.0,0.45517241379310347,1.0,4
574,0,157,1,0,0.0,0.0,0.0,0.4536082474226804,1.0,0
578,0,78,1,1,0.2,0.2,2.302585092994046,0.4554794520547945,1.0,6
579,1,78,0,0,0.0,0.0,0.0,0.45733788395904434,1.0,0
581,1,78,1,1,1.0,1.0,0.0,0.4557823129251701,1.0,1
590,0,78,1,5,0.0,0.0,0.0,0.4542372881355932,1.0,6
592,1,78,0,0,0.0,0.0,0.0,0.4560810810810811,1.0,0
595,0,78,1,1,0.0,0.0,0.0,0.45454545454545453,1.0,1
599,1,78,0,2,1.0,1.0,0.0,0.4563758389261745,1.0,2
600,1,78,1,1,1.0,1.0,0.0,0.45484949832775917,1.0,4
604,1,78,1,2,0.0,0.0,0.0,0.4533333333333333,1.0,6
609,1,78,1,1,0.5,0.5,0.6931471805599453,0.45182724252491696,1.0,8
611,0,78,1,0,0.0,0.0,0.0,0.4503311258278146,1.0,8
613,0,78,0,1,0.0,0.0,0.0,0.4521452145214521,1.0,1
615,1,78,0,1,0.14285714285714285,0.2,1.9459101490553132,0.45394736842105265,1.0,1
617,0,78,1,1,0.6,0.6,1.6094379124341003,0.4524590163934426,1.0,2
622,1,78,0,0,1.0,1.0,0.0,0.4542483660130719,1.0,0
623,1,78,1,0,0.5,0.5,0.6931471805599453,0.4527687296416938,1.0,1
624,1,78,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.4512987012987013,1.0,1
634,1,78,1,10,0.0,0.0,0.0,0.44983818770226536,1.0,11
635,0,78,1,0,0.0,0.0,0.0,0.4483870967741935,1.0,12
636,0,78,0,0,1.0,1.0,0.0,0.45016077170418006,1.0,0
637,1,78,0,1,0.5,0.5,0.6931471805599453,0.4519230769230769,1.0,1
639,1,78,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.4504792332268371,1.0,1
640,1,78,1,0,0.5,0.5,0.6931471805599453,0.44904458598726116,1.0,2
643,1,78,1,0,0.25,0.25,1.3862943611198906,0.44761904761904764,1.0,2
650,1,78,1,6,0.0,0.0,0.0,0.4462025316455696,1.0,8
655,0,78,1,1,0.0,0.0,0.0,0.444794952681388,1.0,10
656,1,78,0,0,0.125,0.2,2.0794415416798357,0.44654088050314467,1.0,0
658,1,78,1,0,0.1111111111111111,0.2,2.1972245773362196,0.445141065830721,1.0,1
660,1,78,1,0,0.5,0.5,0.6931471805599453,0.44375,1.0,2
661,1,78,1,0,0.1,0.2,2.302585092994046,0.4423676012461059,1.0,2
662,1,78,1,0,0.09090909090909091,0.2,2.3978952727983707,0.4409937888198758,1.0,2
663,1,78,1,0,0.2727272727272727,0.2,2.3978952727983707,0.43962848297213625,1.0,3
664,1,78,1,0,0.25,0.2,2.4849066497880004,0.4382716049382716,1.0,3
667,1,78,1,0,0.08333333333333333,0.2,2.4849066497880004,0.4369230769230769,1.0,3
668,1,78,1,0,0.07692307692307693,0.2,2.5649493574615367,0.43558282208588955,1.0,3
669,1,78,1,0,0.23076923076923078,0.2,2.5649493574615367,0.43425076452599387,1.0,3
671,1,78,1,0,0.21428571428571427,0.2,2.6390573296152584,0.4329268292682927,1.0,3
672,1,78,1,0,0.2,0.2,2.70805020110221,0.4316109422492401,1.0,4
673,1,78,1,0,0.1875,0.2,2.772588722239781,0.4303030303030303,1.0,4
674,1,78,1,0,0.0,0.0,0.0,0.42900302114803623,1.0,4
675,1,78,1,0,0.07142857142857142,0.2,2.6390573296152584,0.42771084337349397,1.0,4
676,1,78,1,0,0.17647058823529413,0.2,2.833213344056216,0.4264264264264264,1.0,4
679,1,78,1,0,0.16666666666666666,0.2,2.8903717578961645,0.4251497005988024,1.0,5
680,1,78,1,0,0.15789473684210525,0.2,2.9444389791664403,0.42388059701492536,1.0,5
681,1,78,1,0,0.15,0.2,2.995732273553991,0.4226190476190476,1.0,5
682,1,78,1,0,0.3333333333333333,0.3333333333333333,1.0986122886681098,0.42136498516320475,1.0,5
683,1,78,1,0,0.0,0.0,0.0,0.42011834319526625,1.0,5
684,1,78,1,0,0.06666666666666667,0.2,2.70805020110221,0.41887905604719766,1.0,5
685,1,78,1,0,0.25,0.25,1.3862943611198906,0.4176470588235294,1.0,6
687,1,78,1,0,0.14285714285714285,0.2,3.044522437723423,0.41642228739002934,1.0,6
688,1,78,1,0,0.2,0.2,1.6094379124341003,0.4152046783625731,1.0,6
689,1,78,1,0,0.13636363636363635,0.2,3.091042453358316,0.4139941690962099,1.0,6
690,0,78,1,0,0.0625,0.2,2.772588722239781,0.4127906976744186,1.0,6
691,1,78,0,0,0.11764705882352941,0.2,2.833213344056216,0.4144927536231884,1.0,0
692,1,78,1,0,0.0,0.0,0.0,0.41329479768786126,1.0,0
693,1,78,1,0,0.16666666666666666,0.2,1.791759469228055,0.41210374639769454,1.0,0
694,1,78,1,0,0.13043478260869565,0.2,3.1354942159291497,0.4109195402298851,1.0,0
